Name,Discount_percentage,Price,Rating,Release,Ends,Started,Jogos Gratis
Pound of Ground,-80%,"R$ 5,99",58.43%,11/2010,,,
Amulet of Dreams,-70%,"R$ 4,19",58.16%,06/2016,,,
Teria,-90%,"R$ 1,74",58.11%,01/2017,,,
Worms Rumble,-90%,"R$ 5,44",58.10%,12/2020,,,
My Married Cousin's Need for Seed,-45%,"R$ 14,84",58.03%,04/2021,,,
The Emperor and State,-20%,"R$ 37,59",57.88%,07/2024,,,
Faces of Illusion: The Twin Phantoms,-70%,"R$ 14,09",57.83%,01/2017,,,
3D Chess,-50%,"R$ 5,44",57.79%,12/2016,,,
Call Of The Mighty Warriors,-45%,"R$ 4,02",57.74%,06/2016,—,,
King of Seas,-90%,"R$ 13,39",57.18%,05/2021,,,
Cities in Motion 2,-75%,"R$ 17,99",56.92%,04/2013,,,
Rememoried,-70%,"R$ 9,89",56.76%,08/2015,,,
The Shadowland,-90%,"R$ 1,74",56.52%,07/2016,,,
Unsafe Express,-40%,"R$ 23,09",56.52%,11/2024,,,
Reign of the Succubus,-75%,"R$ 5,17",56.49%,04/2019,,,
Exodus from the Earth,-80%,"R$ 4,99",56.47%,10/2008,,,
Lovelorn sanatorium Ⅲ,-35%,"R$ 17,21",56.36%,03/2023,,,
富甲天下5,-25%,"R$ 19,86",56.21%,08/2023,,,
Bitcoin Collector,-24%,"R$ 6,38",56.15%,09/2017,—,5 hours ago,
OnlyFap Simulator 💦,-56%,"R$ 6,37",56.14%,02/2022,in 5 days,9 days ago,
Take On Helicopters,-80%,"R$ 9,99",55.90%,10/2011,in 3 days,4 days ago,
"MovieMator Video Editor Pro - Movie Maker, Video Editing Software",-50%,"R$ 14,49",55.78%,12/2018,in 12 days,2 days ago,
Desert Child,-65%,"R$ 13,47",55.74%,12/2018,in 6 days,yesterday,
Puzzle Kingdoms,-80%,"R$ 5,59",55.57%,04/2009,in 3 days,11 days ago,
NBA 2K25,-61%,"R$ 248,76",55.55%,10/2024,—,17 hours ago,
Bang Bang Fruit,-50%,"R$ 1,74",55.52%,02/2017,in 3 days,11 days ago,
Princess Isabella: The Rise of an Heir,-75%,"R$ 11,74",55.38%,05/2016,in 11 days,3 days ago,
Naughty College 18+,-50%,"R$ 16,49",55.29%,07/2023,in 5 days,9 days ago,
Wordle 5,-50%,"R$ 1,74",55.21%,10/2022,in 6 days,8 days ago,
Wild Romance,-69%,"R$ 8,36",55.18%,10/2016,in 7 days,8 days ago,
Comanche,-75%,"R$ 11,24",55.15%,08/2021,in 3 days,4 days ago,
Ageless,-80%,"R$ 15,98",54.97%,07/2020,in 3 days,11 days ago,
Sky Battles,-90%,"R$ 1,74",54.90%,03/2015,in 4 days,10 days ago,
Fetish Room 18+,-35%,"R$ 30,54",54.90%,04/2024,in 5 days,9 days ago,
Trapped on Monster Island,-80%,"R$ 4,13",54.84%,10/2019,,,
Dark Heritage: Guardians of Hope,-70%,"R$ 14,09",54.82%,09/2015,,,
Krater,-90%,"R$ 2,79",54.77%,06/2012,,,
Lift It,-90%,"R$ 1,74",54.61%,01/2017,,,
Outerverse,-75%,"R$ 14,99",54.60%,08/2022,,,
Island of Penance,-20%,"R$ 33,59",54.55%,04/2024,,,
AWAY: The Survival Series,-75%,"R$ 3,67",54.53%,09/2021,,,
Voodoo Whisperer Curse of a Legend,-80%,"R$ 2,75",54.50%,04/2014,,,
Fighters Unleashed,-90%,"R$ 1,74",54.44%,12/2016,,,
Ablepsia,-90%,"R$ 1,74",54.39%,09/2017,,,
SYMMETRY,-88%,"R$ 4,61",54.39%,02/2018,,,
Alpha Prime,-80%,"R$ 3,99",54.39%,11/2007,,,
G.I. Joe: Operation Blackout,-67%,"R$ 19,13",54.33%,12/2020,,,
Hookah Cafe Simulator,-60%,"R$ 13,19",54.30%,06/2023,,,
aMAZE 3D,-72%,"R$ 1,95",54.29%,07/2017,,,
Take On Mars,-80%,"R$ 4,99",54.22%,02/2017,,,
Blood And Zombies,-75%,"R$ 14,18",54.08%,07/2022,,,
Clicker Arena,-30%,"R$ 20,99",54.02%,04/2024,,,
Goblin Stone,-30%,"R$ 51,79",53.91%,03/2024,,,
Arcadian Atlas,-40%,"R$ 38,99",53.87%,07/2023,,,
Madness,-50%,"R$ 1,74",53.71%,11/2016,,,
The Last Hope: Trump vs Mafia - North Korea,-90%,"R$ 1,74",53.60%,01/2017,,,
Battle Axe,-75%,"R$ 14,49",53.58%,04/2021,,,
Global Farmer,-10%,"R$ 53,99",53.13%,10/2024,,,
Help,-90%,"R$ 1,74",53.08%,10/2016,,,
Gord,-80%,"R$ 29,00",53.03%,08/2023,,,
Russian Train Trip,-40%,"R$ 8,27",52.92%,12/2021,,,
7 Girls War,-50%,"R$ 18,99",52.88%,08/2021,,,
LSD,-55%,"R$ 3,14",52.76%,10/2017,,,
Seek Girl Ⅷ,-50%,"R$ 3,49",52.72%,04/2021,,,
Live Empire 2,-80%,"R$ 4,32",52.56%,12/2021,,,
Azulgar: Star Commanders,-49%,"R$ 30,59",52.47%,08/2017,,,
She Will Shoot,-50%,"R$ 1,74",52.27%,10/2021,,,
Demolish & Build 3,-25%,"R$ 28,49",52.24%,09/2024,,,
Heavy Cargo - The Truck Simulator,-10%,"R$ 66,59",52.21%,10/2024,,,
Forbidden Planet,-90%,"R$ 1,74",52.03%,09/2013,,,
Funfair Ride Simulator 3,-80%,"R$ 4,09",52.03%,08/2016,,,
Knights of Messiah,-50%,"R$ 18,99",51.90%,05/2022,,,
CRIMSON METAL Classic 1999,-87%,"R$ 3,24",51.69%,05/2017,,,
Reigns: Three Kingdoms,-20%,"R$ 8,39",51.65%,01/2024,,,
Crimson Tactics: The Rise of The White Banner,-60%,"R$ 35,99",51.33%,09/2023,,,
SEX Prison [18+],-75%,"R$ 3,62",51.24%,11/2021,,,
Cybersex Chronicles [18+],-55%,"R$ 14,84",51.19%,06/2023,,,
Band of Defenders,-65%,"R$ 11,54",51.17%,04/2018,,,
My Horse: Bonded Spirits,-50%,"R$ 29,99",51.12%,06/2024,,,
Cook Serve Forever,-50%,"R$ 44,49",51.08%,05/2023,,,
富甲天下W,-30%,"R$ 18,54",51.06%,12/2023,,,
METAL SLUG XX,-80%,"R$ 7,59",50.94%,02/2019,,,
LA Cops,-75%,"R$ 6,72",50.93%,03/2015,,,
Harvest Life,-50%,"R$ 14,49",50.77%,11/2017,,,
Machine Hunt,-50%,"R$ 1,74",50.29%,05/2017,,,
Sex Gym 3D,-60%,"R$ 13,19",50.00%,12/2022,,,
TopSpin 2K25,-61%,"R$ 248,76",49.92%,04/2024,—,,
BACKROOMS INVASION,-72%,"R$ 1,95",49.87%,05/2024,,,
Space Survival,-50%,"R$ 1,74",49.71%,06/2016,,,
X-17,-90%,"R$ 1,74",49.65%,03/2016,,,
Farmer's Father: Save the Innocence,-35%,"R$ 29,79",49.53%,03/2024,—,,
VALHALL: Harbinger - Beta Testing,-40%,"R$ 34,79",49.46%,10/2020,,,
Fabulous Food Truck,-70%,"R$ 1,94",49.43%,07/2016,,,
Numen: Contest of Heroes,-75%,"R$ 6,62",49.37%,06/2010,,,
Insane Cold: Back to the Ice Age,-72%,"R$ 1,95",49.31%,08/2014,,,
DYNASTY WARRIORS 9 Empires,-40%,"R$ 179,40",49.15%,12/2021,,,
Gumboy - Crazy Adventures™,-50%,"R$ 8,49",49.11%,12/2006,,,
Spaceguy,-50%,"R$ 1,74",48.75%,02/2018,,,
E.T. Armies,-75%,"R$ 6,99",48.66%,03/2016,,,
Dangerous Golf,-32%,"R$ 29,28",48.33%,06/2016,—,,
Alternativa,-80%,"R$ 6,99",48.04%,11/2010,,,
Autopsy Simulator,-25%,"R$ 81,75",48.03%,06/2024,,,
Wo Long: Fallen Dynasty,-35%,"R$ 129,35",47.89%,03/2023,,,
Brothel Simulator 🍓,-55%,"R$ 14,84",47.82%,01/2023,,,
Car Tuning Simulator,-50%,"R$ 1,74",47.82%,10/2021,,,
Carrier Command: Gaea Mission,-80%,"R$ 25,99",47.78%,09/2012,,,
Horny Heart,-31%,"R$ 4,82",47.68%,05/2021,,,
Kitchen Simulator 2,-50%,"R$ 1,74",47.49%,08/2017,,,
Bleeding Border,-90%,"R$ 1,74",47.19%,11/2015,,,
Forest Ranger Simulator,-38%,"R$ 27,94",47.13%,06/2024,—,,
Happy New Year Clicker,-85%,"R$ 2,54",47.10%,12/2017,,,
3 Coins At School,-90%,"R$ 1,74",46.98%,04/2016,,,
Intelligent Design: An Evolutionary Sandbox,-85%,"R$ 3,52",46.94%,05/2017,,,
The Walking Dead: Destinies,-60%,"R$ 53,99",46.87%,12/2023,,,
Sheltered 2,-80%,"R$ 20,98",46.77%,09/2021,,,
Rhino's Rage,-90%,"R$ 1,74",46.59%,03/2015,,,
A Valley Without Wind 2,-75%,"R$ 11,74",46.58%,02/2013,,,
Spire of Sorcery,-60%,"R$ 20,00",46.52%,10/2021,,,
Skyward Collapse,-75%,"R$ 4,24",46.42%,05/2013,in 5 days,2 days ago,
Strategic War in Europe,-88%,"R$ 2,45",46.16%,03/2014,in 3 days,4 days ago,
Don't Cheat On Me,-65%,"R$ 5,80",46.12%,01/2021,in 6 days,8 days ago,
Rise of the Ancients,-90%,"R$ 1,74",45.88%,05/2016,in 11 days,3 days ago,
Colonize,-50%,"R$ 24,99",45.47%,02/2024,in 3 days,4 days ago,
Time Mysteries: Inheritance - Remastered,-75%,"R$ 11,74",45.05%,10/2014,in 11 days,3 days ago,
Raywin,-90%,"R$ 1,74",45.01%,07/2015,in 4 days,10 days ago,
Silent Hunter 5®: Battle of the Atlantic,-75%,"R$ 7,49",45.01%,03/2010,in 2 days,12 days ago,
ADventure Lib,-50%,"R$ 3,49",44.49%,08/2015,in 3 days,4 days ago,
深海：即刻抉择,-60%,"R$ 4,95",44.24%,03/2020,in 3 days,11 days ago,
The Life of One Dog,-50%,"R$ 1,74",43.75%,10/2018,in 4 days,10 days ago,
Gold Hunter,-20%,"R$ 59,19",43.05%,05/2022,in 2 days,12 days ago,
Vapour,-6%,"R$ 14,59",42.75%,07/2015,—,4 days ago,
Valhalla：Awakening of Valkyrie,-50%,"R$ 8,29",42.40%,09/2022,in 7 days,8 days ago,
Kitchen Simulator 2015,-50%,"R$ 1,74",42.24%,09/2015,in 3 days,4 days ago,
Super Meat Shooter,-50%,"R$ 1,74",41.59%,11/2017,in 3 days,4 days ago,
Gamer Shop Simulator,-60%,"R$ 7,43",41.53%,11/2021,,,
Homeworld 3,-50%,"R$ 114,95",41.37%,05/2024,,,
Bang Bang Fruit 2,-50%,"R$ 1,74",40.00%,10/2017,,,
NHRA Championship Drag Racing: Speed For All,-90%,"R$ 9,39",39.96%,08/2022,,,
The God's Chain,-90%,"R$ 1,74",39.35%,08/2016,,,
Undead Inc.,-50%,"R$ 48,49",38.66%,05/2024,,,
Enchanted Portals,-60%,"R$ 23,99",38.38%,09/2023,,,
Survival: Lost Way,-50%,"R$ 1,74",38.30%,02/2021,,,
Skull Island: Rise of Kong,-75%,"R$ 26,99",38.07%,10/2023,,,
Hacker Evolution Duality,-50%,"R$ 1,74",36.52%,08/2011,,,
DYNASTY WARRIORS 9,-50%,"R$ 112,00",36.20%,02/2018,,,
Dark Shadows - Army of Evil,-90%,"R$ 1,74",36.05%,03/2014,,,
幻想曹操传 Fantasy of Caocao,-30%,"R$ 4,89",35.33%,01/2022,,,
Road Madness,-90%,"R$ 1,74",35.05%,04/2014,,,
Avatar: The Last Airbender - Quest for Balance,-60%,"R$ 53,99",34.97%,09/2023,,,
Arma Tactics,-80%,"R$ 4,99",34.32%,10/2013,,,
Razor2: Hidden Skies,-80%,"R$ 5,29",31.18%,07/2010,,,
Sacred 3,-75%,"R$ 6,99",28.38%,08/2014,,,
Feed the Cups,-20%,"R$ 39,99",27.60%,02/2024,,,
Time Ramesside (A New Reckoning),-90%,"R$ 1,74",25.81%,05/2015,,,
